countryName,countryId,memberName,memberLink
Australia,AU,Centre For Accessibility Australia,https://www.accessibility.org.au
Australia,AU,Intopia,http://intopia.digital/
Australia,AU,KurrawongAI,https://kurrawong.ai
Australia,AU,Pyx Industries,https://pyx.io
Australia,AU,Universities Admissions Centre,https://www.uac.edu.au/
Austria,AT,WU (Wirschaftsuniversität Wien) - Vienna University of Economics and Business,https://www.wu.ac.at/
Belgium,BE,Digitaal Vlaanderen,https://www.vlaanderen.be/digitaal-vlaanderen
Belgium,BE,GS1,https://www.gs1.org/
Belgium,BE,IAB Europe,https://iabeurope.eu
Belgium,BE,imec,https://www.imec-int.com/
Belgium,BE,VITO,https://vito.be/en
Brazil,BR,NIC.br - Brazilian Network Information Center,http://www.cgi.br
Bulgaria,BG,Graphwise,https://www.ontotext.com
Bulgaria,BG,QualiBooth,https://qualibooth.com/
Canada,CA,1Password,https://1password.com/
Canada,CA,Accessibility Standards Canada,https://accessible.canada.ca/
Canada,CA,Common Approach to Impact Measurement,https://www.commonapproach.org
Canada,CA,Crawford Technologies,http://www.crawfordtech.com
Canada,CA,eBOUND Canada,https://www.eboundcanada.org/
Canada,CA,GrackleDocs,https://www.grackledocs.com/
Canada,CA,Mavennet Systems Inc.,https://www.mavennet.com
Canada,CA,Natural Resources Canada,https://www.nrcan.gc.ca/
Canada,CA,Shopify,https://www.shopify.com
Canada,CA,Thomson Reuters Corp.,https://www.thomsonreuters.com/
China,CN,360,https://www.360.cn/
China,CN,Alibaba Group,http://www.alibabagroup.com/en/global/home
China,CN,"Ant Group Co., Ltd.",https://www.antgroup.com/
China,CN,"Baidu, Inc.",http://www.baidu.com/
China,CN,Beihang University,http://www.buaa.edu.cn
China,CN,"Beijing Cognitive Emergence Technology Co., Ltd",Http://humanjudgment.org
China,CN,"Beijing Haitai Fangyuan Technologies Co,.Ltd.",http://www.haitaichina.com/
China,CN,ByteDance,https://bytedance.com/
China,CN,China Academy of Information and Communications Technology (CAICT),http://www.caict.ac.cn/english/
China,CN,China Electronics Standardization Institute（中国电子技术标准化研究院）,http://www.cesi.cn/page/index.html
China,CN,China Mobile Communications Corporation,http://www.chinamobileltd.com/en/global/home.php
China,CN,Chinese Academy of Sciences,https://www.cas.cn
China,CN,DappWorks Technology Inc.,https://www.dappworks.cn
China,CN,Finogeeks,https://www.finogeeks.com/
China,CN,Huawei,http://www.huawei.com
China,CN,InclusionX 融合加科技,http://inclusionx.cn
China,CN,"Jiangsu TPBlock Technology Co., Ltd. （江苏第三极区块链科技有限公司）",https://tpblock.cn
China,CN,Loongson(He Fei) Technology Corporation Limited,https://www.loongson.cn
China,CN,Memect Technology Co. Ltd. 北京文因互联科技有限公司,http://www.memect.cn
China,CN,Nanjing University,http://www.nju.edu.cn
China,CN,OP3FT China,https://china.op3ft.org
China,CN,Shenzhen University of Information Technology（深圳信息职业技术大学）,http://www.sziit.edu.cn
China,CN,Tencent,http://www.tencent.com
China,CN,Zhejiang University,http://www.zju.edu.cn
China,CN,ZIIOT,http://www.ziiot.org.cn/
Costa Rica,CR,Instituto Tecnológico de Costa Rica,https://www.tec.ac.cr/
Denmark,DK,Agency for Digitisation,https://en.digst.dk/
Denmark,DK,Idura,https://idura.eu/
Denmark,DK,Siteimprove,http://siteimprove.com
Finland,FI,Aalto University,http://www.hut.fi
Finland,FI,Tampere University,http://www.tut.fi/
Finland,FI,Traficom - Finnish Transport and Communications Agency,https://www.traficom.fi/en
France,FR,Criteo,https://www.criteo.com/
France,FR,EDRLab,https://www.edrlab.org
France,FR,ERCIM,https://www.ercim.eu/
France,FR,FIME,https://www.fime.com/
France,FR,Institut Mines-Télécom,https://www.imt.fr/
France,FR,Institut National de Recherche en Informatique et en Automatique (Inria),https://www.inria.fr/
France,FR,Startin'blox,https://startinblox.com/
France,FR,Université Côte d'Azur,https://univ-cotedazur.eu/
Germany,DE,Datagraph GmbH,https://dydra.com/
Germany,DE,Forschungszentrum Informatik (FZI),http://www.fzi.de
Germany,DE,Fraunhofer Gesellschaft,https://www.fraunhofer.de/en.html
Germany,DE,German Research Center for Artificial Intelligence (DFKI) Gmbh,https://www.dfki.de
Germany,DE,Hochschulbibliothekszentrum des Landes NRW,http://www.hbz-nrw.de
Germany,DE,Mastodon GmbH,https://joinmastodon.org
Germany,DE,SAP SE,http://www.sap.com
Germany,DE,Siemens AG,https://www.siemens.com
Germany,DE,Spherity GmbH,https://www.spherity.com/
Germany,DE,SPRIND GmbH,https://www.sprind.org/en/
Germany,DE,Thinktecture,https://thinktecture.com
Germany,DE,Viacom inc.,http://www.paramount.tech
Germany,DE,|pipe|,https://pi.pe
Greece,GR,Foundation for Research and Technology - Hellas (FORTH),https://www.ics.forth.gr/
Hong Kong SAR China,HK,"Digital Policy Office, The Government of the Hong Kong Special Administrative Region of the People's Republic of China",https://www.digitalpolicy.gov.hk
Hungary,HU,SZTAKI,http://www.sztaki.hu
India,IN,BarrierBreak Solutions Private Limited,http://www.barrierbreak.com
India,IN,Whatfix,https://whatfix.com/
Ireland,IE,INSIGHT - The Centre for Data Analytics,http://www.insight-centre.org
Ireland,IE,Vidos,http://www.vidos.id
Ireland,IE,Vision Ireland,http://vi.ie
Ireland,IE,WCAG by IMA,http://wcag.ie
Israel,IL,accessiBe,https://accessibe.com/
Israel,IL,Temporal Series AI,https://temporalseries.ai/
Israel,IL,Wix.com Ltd.,https://www.wix.com/
Italy,IT,Agenzia per l'Italia Digitale,https://www.agid.gov.it/
Italy,IT,Electe,https://www.electe.net
Italy,IT,Fondazione Bruno Kessler,https://www.fbk.eu
Italy,IT,Fondazione LIA,https://www.fondazionelia.org
Italy,IT,University of Milano Bicocca,https://en.unimib.it/
Japan,JP,"ACCESS CO., LTD.",http://www.access-company.com/
Japan,JP,"Alfasado, Inc.",http://alfasado.net/
Japan,JP,Bootstrap Inc.,https://bt-strap.com/
Japan,JP,Cybozu,https://cybozu.co.jp/
Japan,JP,Digital Publishers Federation of Japan,http://ebpaj.jp
Japan,JP,"Frourio, Inc.",https://frourio.com/
Japan,JP,Fujitsu Limited,http://www.fujitsu.com
Japan,JP,Future Technology Laboratories Inc.,http://www.ftl.co.jp
Japan,JP,"Hitachi, Ltd.",https://www.hitachi.com/
Japan,JP,Information Accessibility Institute,https://info-a11y.jp/en/
Japan,JP,Internet Academy,https://www.internetacademy.jp
Japan,JP,"Internet Research Institute, Inc.",http://www.iri.co.jp/
Japan,JP,"Japan Registry Services Co., Ltd.",http://jprs.co.jp/
Japan,JP,"JCB CO., LTD.",http://www.global.jcb/en/
Japan,JP,Kadokawa Corporation,https://www.kadokawa.co.jp/
Japan,JP,KDDI CORPORATION,http://www.kddi.com/
Japan,JP,Keio University,https://www.keio.ac.jp/
Japan,JP,"Kodansha, Publishers, Ltd.",https://www.kodansha.com/
Japan,JP,LY Corporation,https://www.lycorp.co.jp/
Japan,JP,"MEDIA DO Co., Ltd.",https://www.mediado.jp/english/
Japan,JP,Mitsubishi Electric Corporation,http://www.mitsubishielectric.com/
Japan,JP,"Mitsue-Links Co., Ltd.",https://www.mitsue.co.jp/
Japan,JP,NHK (Japan Broadcasting Corporation),https://www.nhk.or.jp/strl/english/
Japan,JP,"NTT, Inc.",https://group.ntt/en/
Japan,JP,Originator Profile CIP,https://originator-profile.org/en-US/
Japan,JP,"Rakuten Group, Inc.",https://global.rakuten.com/corp/
Japan,JP,SHOGAKUKAN Inc.,https://www.shogakukan.co.jp/
Japan,JP,SHUEISHA Inc.,https://www.shueisha.co.jp/
Japan,JP,SoftBank Corp.,http://www.softbank.jp/en/
Japan,JP,Sony Group Corporation,https://www.sony.com/en/
Japan,JP,Studio株式会社,https://studio.inc/
Japan,JP,"Voyager Japan, Inc.",https://www.voyager.co.jp
Japan,JP,Web Consortium Asia Pacific (WCAP),https://wcap.jp/
Japan,JP,WebDINO Japan,https://www.webdino.org/
Japan,JP,株式会社Kiva,https://hellouniweb.com/
Kuwait,KW,Green Technology Co,https://gt.com.kw/
Morocco,MA,Ecole Mohammadia d'Ingenieurs Rabat (EMI),http://www.emi.ac.ma
Netherlands,NL,Abra,https://abra.ai
Netherlands,NL,Accessibility Foundation,https://www.accessibility.nl
Netherlands,NL,Adyen,https://www.adyen.com
Netherlands,NL,Dyne.org,https://dyne.org/
Netherlands,NL,Logius,https://www.logius.nl/english/
Netherlands,NL,SURF bv,https://www.surf.nl/
Netherlands,NL,Ver.iD,https://ver.id/
Netherlands,NL,Vrije Universiteit,https://vu.nl/en/about-vu/faculties/faculty-of-science/
Netherlands,NL,Y.digital,http://www.y.digital
Netherlands,NL,Yoast,https://yoast.com
New Zealand,NZ,Mattr Limited,https://mattr.global
Norway,NO,Whereby,https://whereby.com/
Poland,PL,Callstack,http://callstack.com
Puerto Rico,PR,Digital Contract Design,https://contract.design/
Qatar,QA,"Mada Center, Qatar",https://www.mada.org.qa
Senegal,SN,Ecole Superieure Polytechnique de Dakar,http://www.esp.sn
South Africa,ZA,Entersekt,https://www.entersekt.com
South Korea,KR,CREATIVECODE,https://creativecode.co.kr
South Korea,KR,Electronics and Telecommunications Research Institute (ETRI),http://www.etri.re.kr
South Korea,KR,"Inswave Co., Ltd.",http://www.inswave.com
South Korea,KR,Korea Electronics Technology Institute (KETI),https://www.keti.re.kr/eng/main/main.php
South Korea,KR,LG Electronics,http://www.lge.com
South Korea,KR,National Information Society Agency (NIA),https://eng.nia.or.kr/
South Korea,KR,"Samsung Electronics Co., Ltd.",https://www.samsung.com
South Korea,KR,Sharing Economy Association of Korea (SEAK),http://www.sharingeconomy.kr
Spain,ES,Fundacion CTIC,http://www.fundacionctic.org
Spain,ES,Igalia,https://www.igalia.com
Spain,ES,KANZO TECH,http://www.kanzo.tech
Spain,ES,Ministerio para la Transformación Digital y de la Función Pública,http://www.csi.map.es
Spain,ES,Universidad Politécnica de Madrid,https://www.upm.es
Spain,ES,WIRIS Science,http://www.wiris.com
Sweden,SE,ERICSSON,https://www.ericsson.com
Sweden,SE,National Library of Sweden,https://kb.se/in-english.html
Sweden,SE,Stiftelsen for internetinfrastruktur (IIS),https://iis.se
Switzerland,CH,ABC New Media AG,https://www.finanznachrichten.de
Switzerland,CH,BSV Association,https://bsvblockchain.org/
Switzerland,CH,CERN,http://www.cern.ch/
Switzerland,CH,DAISY Consortium,http://www.daisy.org
Switzerland,CH,Dfinity Stiftung,https://dfinity.org
Switzerland,CH,Dreamlab Technologies AG,http://dreamlab.net
Switzerland,CH,ETH Zurich,https://ethz.ch/en.html
Switzerland,CH,Ethereum Foundation,http://ethereum.foundation
Switzerland,CH,Futurae Technologies AG,https://www.futurae.com/
Switzerland,CH,Netcetera,https://www.netcetera.com
Switzerland,CH,OISTE Foundation,https://www.oiste.org
Switzerland,CH,Proton AG,https://proton.me/
Switzerland,CH,Zazuko GmbH,https://zazuko.com/
Taiwan,TW,"Ministry of Digital Affairs, Taiwan",https://moda.gov.tw/
Taiwan,TW,Taiwan Digital Publishing Forum,http://www.dpublishing.org.tw/
United Kingdom,GB,Accessible by Design,https://accessiblebydesign.co.uk
United Kingdom,GB,Apeleg Limited,https://apeleg.com
United Kingdom,GB,ARM Limited,https://www.arm.com/
United Kingdom,GB,BFO,http://bfo.com
United Kingdom,GB,British Broadcasting Corporation,https://www.bbc.co.uk/
United Kingdom,GB,Depixen,https://www.depixen.com
United Kingdom,GB,Gain,https://www.thisisgain.com/
United Kingdom,GB,HM Government,https://www.gov.uk
United Kingdom,GB,iProov,https://www.iproov.com/
United Kingdom,GB,King's College London,https://www.kcl.ac.uk/
United Kingdom,GB,MKR Digital Ltd,https://www.worddb.com
United Kingdom,GB,Movement for an Open Web,https://movementforanopenweb.com/
United Kingdom,GB,NCSC,https://www.ncsc.gov.uk/
United Kingdom,GB,Open Data Institute,https://theodi.org/
United Kingdom,GB,Powermapper Software,https://www.powermapper.com/
United Kingdom,GB,Report-URI Ltd.,https://report-uri.com/
United Kingdom,GB,Royal National Institute of Blind People (RNIB),http://www.rnib.org.uk
United Kingdom,GB,TetraLogical Services Ltd,https://tetralogical.com
United Kingdom,GB,The National Archives,http://www.nationalarchives.gov.uk
United Kingdom,GB,University of Oxford,https://www.ox.ac.uk/
United States,US,1Acreate,https://1acreate.com/
United States,US,Adobe,https://www.adobe.com/
United States,US,Agog,http://agog.org
United States,US,Airbnb Inc,https://www.airbnb.com
United States,US,Akamai Technologies,https://www.akamai.com
United States,US,Amazon,https://www.amazon.com
United States,US,American Express Company,http://www.americanexpress.com
United States,US,"Anonyome Labs, Inc.",https://anonyome.com
United States,US,Apache Software Foundation,http://www.apache.org/
United States,US,Apple Inc.,http://www.apple.com/
United States,US,Arizona State University,https://www.asu.edu
United States,US,AT&T,http://www.att.com/
United States,US,"AudioEye, Inc.",https://www.audioeye.com
United States,US,Autodesk,https://www.autodesk.com
United States,US,Bank of America,http://www.bankofamerica.com
United States,US,Benetech,http://benetech.org
United States,US,Bitwarden,https://bitwarden.com
United States,US,"Block, Inc.",https://block.xyz/
United States,US,Bloomberg,https://www.bloomberg.com/
United States,US,Bocoup,https://www.bocoup.com
United States,US,Book Industry Study Group,http://www.bisg.org
United States,US,Brave Software Inc.,https://brave.com
United States,US,"Cambium Assessment, Inc.",https://cambiumassessment.com/
United States,US,Capital One Financial,https://www.capitalone.com
United States,US,Center for Democracy and Technology,https://cdt.org/
United States,US,Cisco,http://www.cisco.com
United States,US,"CleverThis, Inc.",https://cleverthis.com
United States,US,Client side development Inc,http://cside.com
United States,US,College Board,https://www.collegeboard.org
United States,US,Comcast Corporation,http://www.comcast.com/
United States,US,Conexxus,http://www.conexxus.org
United States,US,COVESA,https://covesa.global
United States,US,"CVS Pharmacy, Inc.",https://www.cvshealth.com
United States,US,"Daily, Co",https://www.daily.co
United States,US,Data Transfer Initiative,http://dtinit.org
United States,US,Datadog,https://www.datadoghq.com/
United States,US,Defense Information Systems Agency,https://www.disa.mil
United States,US,Department of Homeland Security,https://www.dhs.gov/
United States,US,"Deque Systems, Inc.",http://www.deque.com
United States,US,Digital Bazaar,https://www.digitalbazaar.com/
United States,US,Discord,https://discord.com/
United States,US,Discover Financial Services LLC,https://www.discover.com/
United States,US,"Dolby Laboratories, Inc.",http://www.dolby.com
United States,US,"Duck Duck Go, Inc.",https://duckduckgo.com
United States,US,Dynatrace LLC,https://www.dynatrace.com/
United States,US,EcomBack,https://www.ecomback.com/
United States,US,Evinced Inc.,https://www.evinced.com/
United States,US,Fastly,https://fastly.com/
United States,US,Futurewei Technologies,https://www.futurewei.com
United States,US,Google LLC,https://www.google.com/
United States,US,"Graphmetrix, Inc.",https://graphmetrix.com/
United States,US,Holopin,https://holopin.io
United States,US,Hugging Face,https://huggingface.co
United States,US,HUMAN,https://www.humansecurity.com/
United States,US,"IAB Technology Laboratory, Inc.",https://iabtechlab.com/
United States,US,IAccessible Inc,https://iaccessible.net
United States,US,IBM Corporation,http://www.ibm.com/
United States,US,Identity.com,https://www.identity.org
United States,US,Ignite Retail Technology,http://ignite-retail.com
United States,US,Inrupt Inc.,https://inrupt.com/
United States,US,Intel Corporation,http://www.intel.com/
United States,US,Interledger Foundation,https://interledger.org/
United States,US,Internet2,https://internet2.edu
United States,US,J. Paul Getty Trust,http://getty.edu/
United States,US,Kaiser Permanente,http://kp.org
United States,US,Kevel,https://www.kevel.com/
United States,US,Knowbility,https://knowbility.org
United States,US,Lawrence Berkeley National Laboratory,http://www.lbl.gov/
United States,US,Legendary Requirements,https://legreq.com
United States,US,Level Access,http://www.levelaccess.com
United States,US,Library of Congress,http://www.loc.gov
United States,US,"Magic Leap, Inc.",http://www.magicleap.com/
United States,US,Magnite,http://www.magnite.com
United States,US,Mastercard Incorporated,https://www.mastercard.us/en-us.html
United States,US,Merchant Advisory Group,http://www.merchantadvisorygroup.org/
United States,US,Meta,https://www.meta.com/
United States,US,Microsoft Corporation,https://www.microsoft.com/
United States,US,MITRE Corporation,http://www.mitre.org/
United States,US,Monotype,http://www.monotype.com/
United States,US,Mozilla Foundation,https://www.mozilla.org/
United States,US,National Institute of Standards and Technology (NIST),https://www.nist.gov/
United States,US,Navy Federal Credit Union,https://www.navyfederal.org/
United States,US,Netflix Inc.,http://www.netflix.com
United States,US,NextRoll,https://www.nextroll.com
United States,US,NVIDIA,https://www.nvidia.com
United States,US,OASIS,http://www.oasis-open.org
United States,US,"Object Management Group, Inc. (OMG)",http://www.omg.org/
United States,US,Okta,https://www.okta.com/
United States,US,OneSpan,https://www.onespan.com/
United States,US,Open Geospatial Consortium,https://www.ogc.org/
United States,US,OpenJS Foundation,https://openjsf.org/
United States,US,OpenLink Software Inc.,http://www.openlinksw.com
United States,US,OpenX Technologies Inc,https://www.openx.com/
United States,US,Oracle Corporation,http://www.oracle.com/
United States,US,PayPal,https://www.paypal.com
United States,US,Ping Identity,https://www.pingidentity.com
United States,US,Playco,https://www.play.co/
United States,US,Qualcomm,https://www.qualcomm.com/
United States,US,RANDA Solutions,https://www.randasolutions.com/
United States,US,Retail Payments Global Consulting Group,https://rpgc.com/
United States,US,Reve AI,https://www.reve.com/
United States,US,Rhonda Weiss Center for Accessible IDEA Data,https://www.weissta.org/
United States,US,Salesforce,https://www.salesforce.com/
United States,US,Skybridge Skills,https://skybridgeskills.com
United States,US,Skynet Technologies,https://www.skynettechnologies.com/
United States,US,Snap,https://www.snap.com/
United States,US,Social Web Foundation,http://socialwebfoundation.org
United States,US,Spherical Cow Consulting,https://sphericalcowconsulting.com
United States,US,"Spruce Systems, Inc.",https://spruceid.com
United States,US,Stony Brook University,http://www.stonybrook.edu
United States,US,Switchchord,https://www.switchchord.com/
United States,US,The New York Times,https://www.nytimes.com/
United States,US,The News Corporation,https://newscorp.com/
United States,US,The Washington Post,https://www.washingtonpost.com/
United States,US,TopQuadrant,http://www.topquadrant.com
United States,US,TPGi,https://www.tpgi.com
United States,US,Tradeverifyd,https://tradeverifyd.com
United States,US,Understood.org,http://www.understood.org
United States,US,UnitedHealth Group,https://www.unitedhealthgroup.com/
United States,US,University of Illinois,http://illinois.edu/
United States,US,UsableNet,https://usablenet.com/
United States,US,"Verisign, Inc.",http://www.verisigninc.com/
United States,US,Visa,http://www.visa.com
United States,US,Walt Disney Company,http://www.wdig.com
United States,US,Web3D Consortium,http://www.web3d.org
United States,US,Wikimedia Foundation,https://wikimediafoundation.org/
United States,US,Yahoo Holdings Inc.,https://www.yahooinc.com
United States,US,Yubico,https://yubico.com
United States,US,Zoom,https://www.zoom.us
